source_index,word,category,meaning
678,ደደቤ&ደንቆሮ,价值观,愚蠢和笨蛋
686,ሙትቻ&ጋለሞታ,涉敏,死妓女
687,ሞኝ ነህ&ጅል,涉敏,你傻、愚蠢
690,የፒፒ ደንቆሮች,涉敏,侮辱性称呼，意为'屁股蠢货'，针对特定民族
693,አውሬ&ሴት,涉敏,野兽女人，侮辱性称呼
696,አረሞች&እስክትነቀሉ,暴力恐怖,杂草被根除，比喻消灭异己的暴力煽动
696,የወያኔ የኦነግ አሽከሮች,涉政,提格雷人民解放阵线和奥罗莫解放阵线的走狗
700,መንግስት መጣል&ካድሬዎች ማፈን,涉政,推翻政府和为干部提供途径
705,ፋሺስቱ&ዘረኛው,涉敏,法西斯和种族主义者
708,አማራ ባንዳ,涉敏,阿姆哈拉叛徒/内奸
711,የወያኔ ተላላኪ,涉政,提格雷人民解放阵线的代理人（暗示不可信任）
712,woyane&背叛,涉敏,提格雷人民解放阵线（Woyane）及其背叛行为
716,ጨንብላም&ጠላትቶች,宗教,强盗敌人，对东正教信徒的侮辱性称呼
718,የወያኔና የሸኔ ፈረሶች,涉政,指代提格雷人民解放阵线(Woyane)及其盟友(Shene)的走狗，用于政治攻击
719,ወያኔ&የሐሰት ትርክት,涉政,提格雷人民解放阵线（TPLF）及其被指控的虚假叙事
722,ምርኮኛ ክልል አስተዳዳሪ,价值观,俘虏地区管理者，用于侮辱他人身份的贬义称呼
728,fano & tplf & olf-shene & gumuz武装分子,涉政,将FANO与反政府组织TPLF、OLF-Shene和Gumuz武装分子相提并论
729,በትግራይ ጥላቻ&የአሜባ ፊት ቅርፅ&ከደሜ ንጹህ,涉敏,对提格雷的仇恨、阿米巴脸、血统纯正（种族主义言论）
730,አማራ&ህውሃት&ኦነግ&በአብይ&እየተደገፉ,涉敏,阿姆拉人&Hewhat&ONEG&在阿比伊支持下
731,ረቄያም ውሻ,涉敏,杂种狗（侮辱性称呼，基于民族/身份的攻击）
731,ውሻ,涉敏,狗（用作侮辱性称呼）
735,ስገድላችሁም&ዝም&በሉ,暴力恐怖,杀了你们并闭嘴
735,ዴም&ጎዋ&ኬ&ባርባዲ,暴力恐怖,该死的高瓦K barbadi（粗话）
737,የተናቀዉ አማራ,涉敏,被憎恨的阿姆哈拉，对阿姆哈拉族群的侮辱性称呼
741,ሰይጣን,宗教,魔鬼
743,አምርት የት ሆነህ እንደምትበላው&ጀንበር ሳትጠል,暴力恐怖,威胁性言论：'看着你吃的地方'和'不要错过今天的日出'，暗示暴力或恐吓
745,消灭&阿姆哈拉人,涉敏,消灭阿姆哈拉人
746,ኩላሊት መፍረስ&ልጅህ ላይ ደርሶ,暴力恐怖,诅咒孩子肾衰竭
748,ሸኔ & በጥላቻ መንፈስ,涉敏,Shane（阿姆哈拉武装组织）及其仇恨精神
752,በአማራ ደም ማላግጥ&ኦነግ,涉政,用阿姆哈拉人的血洗手（指ONUG是对阿姆哈拉人进行迫害的组织）
753,ዘረኛ&ቦንብ,涉敏,种族主义者与炸弹隐喻的组合，表达种族仇恨和暴力威胁
758,ውሻ&የውሻ ልጅ&አጋሰስ,涉敏,狗、狗崽、卖国贼等侮辱性称呼，表示对个人的极度贬低
759,በእሳት የሚጠብሱ አረመኔዎች,涉敏,用火烤人的野蛮人
764,ተጥደህ&አስታውክ&ማፈሪያ,暴力恐怖,威胁杀死并记住惩罚
766,阿杜瓦&胜利&入侵&hr6600,涉政,将阿杜瓦战役的军事胜利与反对HR6600关联，暗示武力抵抗美国
768,ፈረንጅ&ውሻ,涉敏,外国人的狗，对非本国人的侮辱性称呼
768,ዝም&በል&ያለህ&የለም,价值观,闭嘴、你一无所有，贬低他人
769,ምስኪን ደደብ ህዝብ,涉敏,可怜的愚蠢人民
770,ወያኔ&ሰይጣን,涉敏,将提格雷人民解放阵线（Woyane）比作撒旦，进行贬低和攻击
774,ለመንጋዎቹ,涉敏,对群体的贬低称呼，意为“给那些乌合之众”
778,ኦሮሞ ነጻነት ሰራዊት,暴力恐怖,奥罗莫解放军（分离主义武装组织）
779,ፋኖ&ሆድ አደር,涉敏,针对法诺组织的侮辱性比喻，暗示其与贬义特征关联
782,白人至上主义&纳粹,涉敏,主张白人统治世界和纳粹理念的极端种族主义思想
784,ታጠቁ&ተደራጁ&መንጥሩ አስወግዱ,暴力恐怖,武装、组织并清理侵略者，煽动暴力行动
785,ከሀዲ&አማራ ህዝብ,宗教,异教徒和阿姆哈拉人民（宗教和民族侮辱）
786,አሸባሪ ይግባ,暴力恐怖,让恐怖分子进来
791,ፓፓሱን ተጠቅማ ኢትዮጲያውያንን ለመከፋፈል,涉政,利用教皇分裂埃塞俄比亚人
792,ደለኩም ደም,暴力恐怖,你的血债（威胁性语言，煽动暴力）
796,ሰይጣን&ማጥፋት,涉敏,对阿姆哈拉民族的仇恨言论，称其为魔鬼并主张毁灭
798,ሆዳም ስራ የማይወድ አማራ,涉敏,对Amhara民族的侮辱性描述，指责其懒惰
799,ዘረኛ & ቆሻሻ,涉敏,种族主义者与垃圾（阿姆哈拉语中对阿姆哈拉人的贬低性称呼）
802,የኦሮሞ እናቶችን በመድፈር,暴力恐怖,强奸奥罗莫母亲
804,ቆሻሻ ሰው & ከባንዳ,涉敏,对个人的侮辱性称呼，意为'肮脏的人'和'强盗'
806,ደደቦች&የአለም ብቸኛ ክፋ,涉敏,傻瓜和世界上唯一的邪恶
811,阿姆哈拉人&杀害&焚烧,暴力恐怖,针对奥罗米亚地区阿姆哈拉人的杀害和焚烧命令
813,ማፈሪያ&ዶሮን ሲደልሏት በመጫኛ ጫኗት,低俗色情,侮辱性词汇和性暴力威胁
817,ዘረኛ&ማታለያ ቃል ኢትዮጵያ,涉敏,种族主义者及其使用的欺骗性词语“埃塞俄比亚”
818,ሽንታም&ወያኔ,涉政,对提格雷人民解放阵线（Woyane）的侮辱性称呼
819,እስላም ጠሉ&አማራ ክልል,涉敏,憎恨伊斯兰和阿姆哈拉地区
822,ሙስሊም ማህበረሰብ ገጽታ አጎድፍ & በእስላም ተወራለች,涉敏,贬低穆斯林社区形象并声称国家被伊斯兰接管
826,አማራ ጥላቻ&አረመኔ,涉敏,阿姆哈拉仇恨和野蛮人，针对特定民族的侮辱性言论
828,tplf&መጨረሻ,暴力恐怖,彻底终结TPLF（提格雷人民解放阵线），暗示暴力消灭
831,በበታችነት&በሽታ,涉敏,劣等疾病（侮辱性说法）
838,ነፈዝ&ወያኔ,涉敏,对提格雷族人的侮辱性称呼，包含性歧视和民族歧视
839,ወያኔ ሽብርተኛ,涉政,提格雷人民解放阵线（TPLF）的武装力量，被称作恐怖分子
840,የሽንታም & አረብ & ምግብ,涉敏,尿味的阿拉伯食物，侮辱阿拉伯民族的食物
840,ማሰብያህ & ተደፍኖ,涉敏,你的脑子被蒙蔽，侮辱智力
842,አማራው እንደአውሬ በሚታደንበት,涉敏,将阿姆哈拉人比作野兽进行猎杀
844,ወያኔ&መከላከያ,涉政,提人阵（Woyane，提格雷人民解放阵线的贬称）和国防军，指责国防军像提人阵一样杀害阿姆哈拉人
845,አብይ ብልፅግና ፓርቲ ሠራዊት & ተኩስ,暴力恐怖,阿比繁荣党军队开枪射击
847,የአማራ ጠላቱ&ወያኔ&ኦነግ,涉政,阿姆哈拉的敌人、提格雷人民解放阵线、奥罗莫解放阵线
850,ደንቆሮ&የሀገር ሸክም,涉敏,傻瓜和国家负担
851,ተከዳ ይሁዳ,涉敏,对奥罗莫运动领导人的侮辱性称呼，将其比作叛徒
853,ሊያፍን&ሊገድል&ሊያስር,暴力恐怖,要吞噬、要杀死和要囚禁
853,የህወሃት&ጭን&ረድ,涉敏,对海沃特组织的侮辱性称呼（类似婊子）
856,ባርያ&ባንዳ,涉政,奴隶和叛徒/帮派，比喻政治背叛者
859,የሰው ሴጣናትና አውሬዎች,涉敏,人的恶魔和野兽（贬低特定群体的非人化称呼）
861,ብሄርተኝነትና የሌላን ብሄር ጥላቻ,涉敏,民族主义和对其他民族的仇恨
864,አማራ ጠላቱ&አማራን አስጨፍጭፍ,涉敏,对阿姆哈拉民族的仇恨言论及压迫威胁
865,በናትህ&ተገንጠሉና&አሳዩን,涉敏,以你母亲的名义（侮辱性黑话）并伴有攻击性命令
866,ወያኔ ሰዎች,涉敏,提格雷人民解放阵线（Woyane）的人，在埃塞俄比亚政治语境中常带有贬义
869,ሌባና ቀማኛ ትግሬ ትውልድ,涉敏,小偷和腐败的提格雷族人
873,ከብቶች ተናገሩ&侮辱,价值观,将人比作牛说话，用于侮辱他人
875,ፋኖም ኦነግም & ቆሻሾች & የአሳማ ዘሮች,涉敏,Fano和ONEG是埃塞俄比亚政治/武装团体，将两者称为垃圾和猪的后代，属于严重侮辱
878,የምን አባህ,涉敏,你的父亲（阿姆哈拉语中用于侮辱或贬低他人，类似骂人话）
882,ይትከልህ & ሆዳም,涉敏,诅咒你，贪吃者（侮辱性词汇）
883,ሰውበላዎች&ጨካኝ አውሬዎች,涉敏,食人者和残忍野兽，极端侮辱性称呼
884,እናተ ሰፍር,价值观,你母亲是妓女
890,阿登人&像驴一样,涉敏,侮辱阿登人，将其与驴进行比较，贬低其人格
891,የአማራውን ጭፍጨፋ,涉敏,对阿姆哈拉人的屠杀指控
892,ሸኔ&ጀርሙሌት,涉政,政治团体名称及可能的侮辱性称呼
897,ቆርቆሮ&ዘረኛ,涉敏,恶毒的种族主义者（阿姆哈拉语侮辱性词组）
898,攻击领导人&包庇杀人犯,涉政,攻击国家领导人并指控其包庇杀人犯
905,ትግሬ&ወያኔ,涉敏,提格雷人和沃伊扬（TPLF）的侮辱性称呼
906,የዳቢሎስ ዘሮች,涉敏,魔鬼的子孙（侮辱性称呼）
907,አማራ&ነፍጠኛ&እንደበግ&ያረድከው,涉敏,贬低阿姆哈拉人为强盗，并提及像羊一样被宰杀
909,የሞተ አድናቂ,涉敏,dead fan (insult for a fanatic supporter)
910,ተቃጠል&አሳማ,暴力恐怖,烧死你，猪（侮辱性称呼）
911,ፍየል & ግንባር,涉敏,山羊额头，阿姆哈拉语中对人的侮辱性称呼
912,የሚጠልፋችሁ,暴力恐怖,毁灭你们
914,ትገድሉታላችሁ&አማራ ብሔርተኝነት,暴力恐怖,杀死&阿姆哈拉民族主义
917,ወረራቼሁንሳ,暴力恐怖,造反、暴乱，煽动暴力行动
919,አብይ&አፈር ይቅለለው,暴力恐怖,煽动对阿比·艾哈迈德的暴力攻击，咒骂其死亡
920,ሸኔ&መሪ&ደደብ,涉政,指责某领导人愚蠢
921,አዛባ & ወሮበላ,暴力恐怖,邪恶堕落者，对特定群体的侮辱性称呼
923,ህዝብ ድህነት & ሞት እየነገዳችሁ,涉政,利用人民的贫困和死亡进行交易
926,ዱላ መውጋት & በቢላ,暴力恐怖,棍棒刺击和用刀
927,嘎拉&太过分,涉敏,对古拉格人的贬低和攻击性表述
929,ስትሪፕ&ክለብ&ሴክስ,低俗色情,脱衣舞俱乐部与客人发生性行为
930,ብልት,低俗色情,阴茎
937,የደፈራችሁ&ሰይጣን&ጭራቆች,涉敏,对修道士的性侵指控和恶魔化辱骂
938,ንፁሁ የትግራይ ህዝብ ሞት & ወያኔ,涉敏,纯洁的提格雷人民的死亡与支持Woyane（提格雷人民解放阵线）的极端言论
941,ወያኔ ደሞዝተኛ,涉政,提格雷阵线的雇佣兵，用于贬低政治对手
947,የሕወሃት ዕብሪትና ውጤቱ,涉政,TPLF的傲慢及其后果
947,ቆርጦ የገባው ተቆርጦ ተመቷል,暴力恐怖,斩首的也会被斩首
949,የእባብ ልጅ&መረር,涉敏,毒蛇的儿子（对TPLF成员的贬称）和必须熔化（消灭）
953,ቆሻሻ ዘረኛ,涉敏,肮脏的种族主义者
953,ይጥፉ ይደምሰሱ,暴力恐怖,让他们灭亡/消失
956,ፈሪዎች ስብስብ ጭራቅ,涉敏,懦夫和怪物（对团体的贬损称呼）
956,ከገዳዮቹ እኩል ተጠያቂ,涉敏,与杀手同等责任（指控行政当局）
957,ትቀፉናላችሁ & ቅማላችሁ ይሸታል,暴力恐怖,对阿姆哈拉族群的死亡威胁和侮辱性诅咒
959,የውጭ ዜጎች & ለቃችሁ ውጡ,涉敏,外国公民滚出去
960,ጭራ የሌለው ውሻ,涉敏,没有尾巴的狗（侮辱性称呼）
961,ትግራይ ሰራዊት & ወራሪ ሰራዊት,涉敏,指提格雷军队并称其为侵略军，煽动民族仇恨
964,ባንዳ&መጨረሻ,暴力恐怖,强盗的结局（暗示暴力后果）
966,የውሻ ቡችላ & ልቅምቃሚ,涉敏,狗崽子卑鄙的人
967,የዘርኝነት መርዝ&በኢትዮጵያዊነት ላይ ባመጹ,涉敏,种族毒药和背叛埃塞俄比亚性，指指责提格雷人被种族毒化并背叛国家
970,ሆዳም አማራዎች,涉敏,贪婪的阿姆哈拉人（民族歧视用语）
970,በሰላም ምትኖሩ እንዳይመስላችሁ,暴力恐怖,不要以为你们会生活在和平中（暴力威胁）
973,አማራ & ባርነት,涉敏,将阿姆哈拉人描述为选择奴隶制和背叛的民族，属于民族歧视
977,አህዛብ ዲቃላ የሸርሙጣ ልጅ,涉敏,对异教徒的侮辱，意为杂种婊子养的
977,ንጹሀንን በአየር እየገደልክ,暴力恐怖,指控对方在杀害无辜者
979,ቀይ_ጥለት & ጃዋር,涉敏,红色图案和贾瓦尔，涉及埃塞俄比亚政治敏感人物与符号
981,现代纳粹&犹太人,涉敏,指代纳粹意识形态和犹太族群，宣扬仇恨和灭绝
982,ሰይጣን ባህል,宗教,魔鬼的文化，对他人宗教习俗的贬低性称呼
988,ወያኔ&አረመኔዎች,涉敏,将提格雷人民解放阵线（Woyane）称为野兽，属于民族侮辱
989,ሸአብያ አሽከሮች,涉敏,Shabia的走狗，指代厄立特里亚政治对立群体
992,ነፍጠኛው,涉政,thief (a derogatory term used to insult a person)
993,አማራ ወዳድ & አስመሳይ,涉敏,假装是阿姆哈拉支持者，实则是伪君子
994,ሆዳም&ማፈሪያ,价值观,胖子和羞耻，用于侮辱他人外表
995,ከይሲዎች & የመጨረሻው ምት,暴力恐怖,针对不信者的致命一击
1000,አማራው ሲታረድ & በ14ክ/ዘመን,涉敏,阿马拉人被屠杀和阿姆哈拉地区在14世纪的虚假历史说法
1001,ደንቆሮ,价值观,傻瓜
1002,ግም,价值观,牛/畜生，用作侮辱性称呼
1003,የደም ነጋዴ&የማንም ተላላኪ,涉敏,血商和代理人的组合，用于侮辱他人政治立场
1006,ትግሬ ወራሪ,涉敏,提格雷入侵者，指称提格雷族为非法入侵者的仇恨用语
1008,የዝንጀሮ&ቂጥ,价值观,猴子屁股（侮辱性比喻）
1011,ፒፒዎች,低俗色情,阴茎
1012,ባንዳዎች&ወያኔ,涉敏,对提格雷政治团体的侮辱性称呼，指其为土匪和非法代表
1016,ምድረ ጎጠኛ,价值观,乡巴佬（对乡村人的贬低）
1018,tplf&ስይጣን,涉政,将提格雷人民解放阵线（TPLF）等同于魔鬼（撒旦），进行恶意贬低
1021,መንግስት አካላት & አማራውን እየለዩ ማጽዳት,涉敏,政府机构联合清洗阿姆哈拉人
1021,የሽፍታ ቡድን,涉敏,土匪集团（对特定民族的贬称）
1022,ወያኔ&የእባብና የእስስት ተፈጥሮ,涉政,对提格雷人民解放阵线的贬义称述，比喻其像蛇蝎一样危险
1024,ሽንታም ቅዘናም ሸኔ&ሕጻናትና ሴቶችን እያረደ,暴力恐怖,使用侮辱性绰号并描述对儿童和妇女的屠杀，煽动暴力
1025,ፈሪዋ ሯጯ&ሃይለስላሲት ልጅ,涉政,懦夫跑者和海尔·塞拉西的孩子（用于侮辱对手）
1028,ወያኔ ሽንት ጨርቅ,涉敏,对提格雷人民解放阵线的侮辱性称呼（尿布）
1028,ጉጀሌ,涉敏,对奥罗莫反对者的骂称（走狗）
1034,ደነዝ ገገማ,涉敏,愚蠢的傻瓜
1034,ሾርት ሜሞሪ,涉敏,短记忆（贬低记忆力）
1035,骗子&食人族野兽,涉敏,欺诈者和吃人的野兽，用于攻击性辱骂
1036,አሸባሪዎቹ,暴力恐怖,恐怖分子
1038,ፈሪ&ሴት&አራጆች,涉敏,懦弱的女屠夫，是对女性的侮辱性称呼
1038,ህፃናትና&እርጉዝን&ከማረድ,涉敏,堕胎儿童和孕妇，可能为虚假指控
1039,提格雷&国家,涉政,声称提格雷是一个独立国家的分裂言论
1041,ኦሮሚያ ልዩ ሀይል&ኦነግ ሸኔ&ጭፍጨፋ,暴力恐怖,奥罗米亚特种部队和奥罗莫解放军联合进行的大屠杀
1042,olf & ሸኔ & ትግራይ ተፈናቃይ & አማራን ወለጋላይ ያርዳሉ,涉敏,OLF and Shene collaborating with Tigrayan refugees to attack Amhara Wollega
1045,ንፁሀን&የኦሮሞ&ህዝብ&እንዲጨፈጭፍልሽ&ድሮን,暴力恐怖,呼吁使用无人机碾压无辜的奥罗莫人
1047,ገረድ&አውሬ,涉敏,对特定群体的侮辱性称呼，意为奴隶和野兽
1048,ሰይጣን,宗教,恶魔
1051,ውጪ ውሻ,涉敏,对外国人的侮辱性称呼，意为'外狗'
1056,amharagenocide&አረመኔዎች,涉政,阿姆哈拉种族灭绝和野蛮人，煽动民族仇恨和暴力
1058,ዘግናኝ ተግባር&አውሬነት,暴力恐怖,残忍行为与兽性，指代实施暴力并丧失人性
1061,አፓርታይድ&መዝሙርሕ,涉敏,种族隔离歌曲，用于侮辱对方支持种族隔离
1063,ከሀዲ,宗教,异教徒或不信者
1069,ፋኖ&ተደራጅተናል,暴力恐怖,Fano武装组织及组织起来
1073,ዘረኞች&ሀምላክ,涉敏,种族歧视词，指种族主义者和垃圾
1073,ምቀኞ ሰይጣን,宗教,嫉妒的魔鬼，宗教侮辱
1078,መርዝ&የበላ&ውሻ,涉敏,吃毒药的狗（侮辱性称呼）
1081,ወልቃይት ፀገደ & የአማራ መሬት,涉敏,沃勒凯特-特格德是阿姆哈拉的土地（领土主张）
1081,ፋኖ & የማይደፈር የአማራ ልጅ,涉政,法诺是阿姆哈拉不可战胜的儿子（武装组织颂扬）
1084,አተላ,价值观,傻瓜，用于侮辱他人的贬义词
