Tweet,Class
يألله ابدأ لشوف يا بطل نبيه بري، سعد الحريري، حسن نصرالله، أمين الجميل، جبران باسيل، نقولا فتوش، ولي…	,0
هي وقفت على زعابيط التويتر في زعابيط عملوهم وزراء ونواب	,0
والبلطجي جبران باسيل المال لمعه حلال ولله حراميا شيخة	,1
صح للحقد ولا البغض راح يوصلوا لنتيجة يا ريت بيستحي على كبروا عيب بالنهاية اهلا وسهلا ب… 	,0
قبل ما تقترح شوف نفسك على المرايا 	,0
انت حقآ وقح عاهرة تحاضر بالعفة 	,1
جبران باسيل لان فيه نشم رائحة الغيرة والحماس لكرامة لبنان	,0
وهاب غياب سوريا عن القمة العربية افقدها اهميتها 	,0
نحنا جماعه ديلفيري م منفهم نترجم كلام المثقفين امثال جبران باسيل اوك	,0
عم تحلم،،، 	,0
نتمنى انك تخرس خالص  	,1
عم يتسابقو بتحريف و بقلب حقايق مقابلة جبران باسيل يلي واضحة متل عين شمس متل ما وطنيتو واضحة متل عين الشمس و إبداعو و فخرو بل…	,0
بسيطة هلق بيفقعون خطاب كلو مشاعر وشوية طائفية بيمشي الحال وبتروح الريحة	,0
مين قدر يوصّل رسالة وجوب مشاركة سوريا بالقمة العربية وعدم مقاطعتها بطريقة افضل، نبيه بري ام جبران باسيل؟ الاول استعمل البل…	,0
فلوس قطر مهمتها السيطره على الحيوانات والبهايم وفي الاخير يشتغلو في القواده هذه نهاية كل شخص يدخل او يهتم بقطر 	,1
اللي ما فهم بعد إنو الأخبار اللي عم تطلع كل يوم ع جبران باسيل هيي تلفيقات أقل ما يقال عنّا تافهة ، بيكون ساذج بأقل…	,0
كم تعداد الجيش الاردني؟	,0
من اعطاك مفتاح بيروت حتى تمنع من تريد ،وتستقبل من تريد بيروت عاصمة مشرعة الابواب 	,0
ما فهمت من المخطئ 	,0
صدق الوئام لأن الكتلة السياسية التي تقود اليوم قاطرة العهر السياسي لم تتوانى في هتك المسلّمات وتجاوز ك… 	,1
أنت أكيد بتشبه وليد جان بولاد 	,0
سيرى الناس كيف سيزحف كل من أساء لسوريا وحلفاء سوريا للأعتذار نادمين خانعين 	,0
ما ابيخك ولوووووووه 	,1
ما بيستقو الا على لضعاف 	,0
إزا مانك قد الخبز والملح روح كول هوا مع أمثالك ياغالي	,1
جبران باسيل ل كارولين صرنا معودين على الخوزئة قبل امير قطر فيه كارلوس سليم اغنى رجل بالعالم مسحنا صب…	,1
انت بوق ايراني مجوسي رخيص سعرك كلفول السوداني	,1
يجب ان تعمم على كافة وظائف الدولة 	,0
صدام بالكندرة خلاه يأسلم 😂	,1
والله العظيم انا مش فهمان ولا كلمه قالها وهاب حدا بس يترجملي 	,0
وقاتلة كمال جنبلاط وقاتلة الحريري وجبران التويني وسمير قصير وسليم اللوزي والشيخ حسن خالد وكتار من الاحرار في بل… 	,0
ديما اكتر شخص مستفز عا تي في هوا الحريه	,0
شو يلي بيضه؟ العرب مو بيض	,0
الله ينصر المسلمين والعرب من داعم الارهاب المجرم تميم 	,1
مي شيدياق ناحسة سما هالحكومة يا جماعة غيروها بركي بيمشي الحال	,1
بدنا نيزك او شي قنبلة هيدروجينية 	,0
هيدا انسان تافه وكاذب كل هدف المقال القواص على جبران باسيل	,1
خليك عم تجرب تفتن، هيدة شغلتك 	,1
من أهم الإشارات في حديث السيد نصر الله ذكر وثائق وكيليكس بالنسبة للثقة بالرئيس عون والوزير جبران باسيل	,0
بعد تأكيده أن لا خلاف إيديولوجي مع اسرائيل، وزير خارجية العهد القوي جبران باسيل يؤكّد في مقابلة مع قناة سيإنإن أن أمن…	,0
هدا الشعب اللي طرد الاسرائيلي ، لازم يصحى يوم ويطرد أصحاب المواكب ، لبنان كان درة المنطقة ، مو حرام… 	,0
كول هوا يامهجن ياخلية نحل قذرة منتشرين من حر ماتونسون	,1
وزير الخارجية اللبناني جبران باسيل يبعتلو حمى يقول عمدة قرية شرق سلوى كسر الحصار على قريته بحضور القمة	,1
شكرا معالي وزير العدل 	,0
هيك بتزعل عمك السيء نصر الله وعمتكن كلكن شريفة إيران أنت وتميم وأبو صواويخ تحت سيادة إيران وكلكم أل… 	,1
منيح تعلمت شي منيح من الفرس الصبر 	,0
من رفع الدعوى ؟ وأيّ الجوابين أفصح وأتمّ قولا 	,0
كول هوا  مك على ام فالفيردي	,1
التنين نفس الخريه      	,1
معك حق اخي ولكن هو من اتى بهم 	,0
روح انقبر ضب حالك 	,1
هههههه أعصابك يا هبيلة	,1
ولي انتي قوات انتي مش مع المناصفة ؟ لكن سكري هالدكانة بمعراب ونزلي التحقي بالحزب ال… 	,0
باسيل لإعادة النازحين ودعم قطري للبنان باسيل يبحث لحل عقدة تشكيل الحكومة	,0
لا تخربوا أوطانكم كما فعل العرب	,0
لو بدا تتاجر كانت من أول يوم أعلنت مرضها بس يا سيد لي كشف أنو مريضة هوي المركز لي تعالجت فيه من بعد شفائها ورجعت هيي أعلنت هلق إذا هيي ضد توجهاتك السياسية مش ضروري تكون رخيصة هيي إمرأة إرادتها قوية وبحقلا متلا متل	,0
طيب نحكي منطق معقول الشيخ نعيم حسن يقول على الملأ نؤيد سياسة وليد جنبلاط؟ معقول يعملوا إجتماع من لون… 	,0
يا استاذ وئام اتحدث معك من السويداء ونحن نقف معك ونشد من ازرك ولكن يبدو ان الشيطان الاكبر يقبع بالمختارة 	,1
ئوبة كلاب خربوها وقعدوا على تلتها	,1
دولة رائس حكومي في ولد ما اله كلمة 	,0
اسأل سيدك حسن نصر الله كم قبض من قطر لبناء الجنوب لن تكون اكثر من عبد 	,1
إذا كنت تؤيد سياسة جبران باسيل أو تعارضها، إلا أنه لا يمكن لأي لبناني وطني أن يعترض على عبارة واحدة ممّا جاء في كل…	,0
نريد وطن ولاء شعبه وحكامه ومسؤوليه للوطن نريد وطن يعيد لابنائه امواله المنهوبة انا لتشريع قانون استعادة الاموال المنهوبة 	,0
عثمان يحمي الفاسدين في قوى الامن مما يجعله شريكهم 	,0
عفوا أنت مخطئ الموضوع عنزة ولو طارت المواد الإعلامية التي تستعمل لإبراز موقفا ما مش لازم ت… 	,0
مايحتاج ارد عليك يكفي ردود احلى وأطيب وارقى شعب لبنان دوم في قلب كل قطر  ربي يحفظكم ياهل لبن… 	,0
وانت اول عاهرة عاهرة بشار الأسد 	,1
سوال وجيه 	,0
كلو مستفيد طبيعي يتم عدم المبالاة 	,0
سبحان الله وين ما بروح بياخد الخراب معو شو هالبومة هيدا ولك شو هالغراب انشالله يهرب عالسفارة و يبعتوا عاسرائيل يستلم وزار…	,1
صح طلعت ريحتكم يا اسخف…	,1
يا زلمي لي ما عم تفهموليد بيك زعيم الجبل الاول والاوحد حطا بدينتك 	,1
جبران باسيل هدد إسرائيل بأمنها وقال إذا كانت إسرائيل تريد حقاً أن تضمن أمنها وهذا من حقها، اذاً عليها…	,0
ولنا أيضاً مهارة تجميل الواقع الزبالة، مثلاً صور شوارع دمشق معالجة بالألوان والفلاتر والإضائة بشكل مبالغ فيه، لدرجة لا تحاكي…	,0
رح تبقى دمشق شوكيه بعيونن 	,0
بريطانيا ومعها توجهات مرتبة بأوروبا متحمضة من روسيا من بعد قصة سكريبال ترامب انسحب من الاتفاق النووي ومتحمض لإيران وممكن يلاقي دعم لأي عملية أو مقاطعة ضدها بعد ما حل مشكلة كوريا فعلياً محور المقاومة بالرغم من انتصاراته العسكرية وضعه السياس	,0
تسلم يا حبيب الشام 	,0
الملفت بهيك حمار معبا ببنطلون مو انه منظومته الاخلاقية عديمة الأخلاق تماما، وإنما اعتقاده انها متفوقة على غيره	,1
كلنا اللواء عثمان  اما المجرم مهما طال الزمن مكانه السجن والمحاسبه 	,1
كفّوا ألسنتكم عن روح القائد الخالد،يلعن روحك يا جولاني كوليرا	,1
