text,toxic
منذ الثامنة صباحاً و أنا أتابع خبراً عن تطورات قضية خاشقجي على قناة الجزيرة،و لسة الخبر ما خلص حتى هازهي اللحظة,0
عزوجل حدود تعتدوها سبب إنتهاك حرمات يهلكه يجعل كيده نحره,1
لا شيطان إلا أنت يا وهاب,1
تتول يستبدل قوما غيركم يكونوا أمثالكم,0
كول هوا صرماية السيد تاج على راسك ورأس رؤساء العرب الانذال المتخاذلين ولك لولا السيد انت كنت,1
لسنا ماديين نركع لله لوكنا ماديين لاعترافنا بإسرائيل واقمنا علاقات اقتصادية عديد الدول العربية نعطي اراضينا للحلف الاطلسي لضرب ليبيا سلة مثلما فعلوا عرب العار العراق وسلموا اراضيهم واجوائهم البحرية للقوات الأمريكية الشعب التونسي كرامتنا ومبادئنا الأموال دولة سيادة أوروبا دولة العالم تفرض نفعل نحب الأفارقة يسببون المشاكل المغرب والجزائر يسرقون ويغتصبون ويضربون حق السلطات التونسية تحمي مواطنيها حق الدولة التونسية تقبل تريد وترفض تريد يضمن سلامة مواطنها,0
تحب مسلم روحك تحب مسيحي روحك تحب ملحد روحك احترم العباد هام بلدان متحضرة متقدمة يحترموك تمشي بطرق قانونية,0
انا اكتشفت ان اللواء عثمان داعس رقبتك وراسك بصباطو الرسمي يا حمااااااار,1
 : 👈قاطع الرحم كيف انت ورمضان مستعد له !! <>👈من كان يؤمن بالله واليوم الآخر فليصل رحمه👉 يا عباد الله يا من آمنوا بالله ورسو…,0
اوس عروبي دعشوشي مسخ ولد رضاعة الزب,1
 والله انت اللي صعبان عليا يا عبد الفلوس يا كلب تركي ..ايام ما كنت زملكاوي محترم كنت بسمعك وبحترمك جدا ودلوقتي بقيت عبد للمال وبيعت نفسك,1
@User.IDX خليكم في حالكم يااوسخ قناه قناة الفتن ,1
خيييييت مازالت تحكي بوراء البلايك مستوى دنيئ منحط خيييت انحطاط اخلاقي رهيب تحسها فصالة تبدى تحكي تعوج فمها طردوها برنامج تلكبيرة سنية الدهماني المثقفة الجميلة صاحبة الاخلاق الرفيعة امينة سطا حرام يقعدوا البرنامج فهن يتشابهن معها شئ,0
@User.IDX الإسلام اسلام لافيه يمين ولا شمال.. أمثالكم من يوجه الناس حسب ما يراه... حسبنا الله ونعم الوكيل.. هل محمد بن سلمان نبي حتى تقول اننا نريد اسلاما وسطيا حسب ما يراه هذا المعتوه ,1
الاهلى فى قلبى و دايما غالى علينا<>جمهوره دايما وراه و دايما تلاقينا<>و فى اى مكان معاه دايما بنروح وراه<>انصرنا يا رب يا عالى يا الله<> #مع_الاهلي_حتي_الموت,0
يا انا سخيفه يا الفيديوات صج تضحك😂😂😂😂😂😂😂😂😂,0
وئام وهاب عميل مأجور عند نظام الاسد انت ومن معك طائفة الموحدين براء منك ومن افعالك بدي قلك شي وخليهم بر…,1
 : قووووووووووول الثاااااااني<>ميسي يا أسطورتي القم يا بيليه<>ميسي ما يقدر يسجل بالقدم اليمنى<>🤣🤣🤣🤣🤣,0
دخلك بكريم ياجاهلة الانبياء شعرهم طويل ادي لعبتها مثقفة باينة لاعلاقة بالدين,1
حسبي الوكيل طفلة طفل تونسية المساوات يجي نهار ربي يعرف شيعمل كلاب زايد أبهم شعب هوما التوانسة والله,1
  معلمو مسكر كازينو لبنان عم بدير التظاهر من هونيك ://./9,0
@User.IDX تركيا اضعف دولة امام اسرائيل . ,1
 يا جاهل يا جاهل يا غبي الدوري الانجليزي وش سوا ؟؟ يا جاهل يا طفل بتقنعني ان الكرة الاسطورية الي قدمها برشلونة بفترة تدريبه جت صدفة وباردة مبردة ، عرب اغبياء بكل شي,1
ارفعوا العشره مشكلتكم ما الو خص علاء الخواجة يا صاحب الصرامي,1
والله شعب جاهل خليتو الدين تبعوا الدستور,1
هوما ملحدين مناكين بطبيعتهم يحبو الواحد يزيد يعفس زبور أمهم كالفيران لوكان تبداو بالمائة المسلمين بالمائة نيكوكم بالمائة,1
@User.IDX حلوا عن طيز شيرين ولووووو ,1
 1  ليكي كلمة وحدة ومن الآخر السيد باقي على قلوبكم وانتو بتعرفوا هالشي ومقهورين… ://./,0
 ما جربت تروح الحرم وقت الزحمة الشغلة تصير يا نايك يا منيوك مافي وسط,1
 دمدوم روحي اعملي زبالة بواشنطن....واقطعي الأمل.,1
 نوال بري كلبي و عمبتلعب على ٢ وينو كبير العيلة ولي,1
تونس مشكلتها الناس يفتيو التوانسة الدين يقولولك الاقتصاد الفن السياسة ربي وراهوا السبسي وجماعته حاطين قانون الميراث كغلاف كتوطئة لعدة قرارات أخرى اذكر الطهور يعتبر جريمة تعذيب ولازمك تشاور ولدك تطهروا هه زواج المرأة لغير المسلم ومش الراجل خذاتو المراه ينجم يدخل عائلته لتونس منحهم الجنسية الدولة الغاء عقوبة السجن يخص الاعتداء الأخلاق الحميدة والغاء عقوبة السجن يخص الخمر والمخدرات ممارسة البغاء بمقابل وتعويضهم بخطايا مالية الغاء القيود الدينية والأخلاقية السينما والمسرح ينقدهم يسجن سنتين وخطية تقدر آلاف واخيرا اخرا قالتلهم اسكتو اسكتوا قالتلهم اندبوا قلك سيدي سيدي استغفر,0
 يلعن ابو الصدق تبعك ..فاجرة و مأجورة ..انتو الإعلاميين المأجورين ما بتفرقوا عن السياسيين بتكملوا بعضكن ى,1
شو هالدولة لي نحنا عايشين فيها معقول ماحدا قادر يخرسك أو يشلحك بالسجن قاتل وسارق وتطلب السجن لغيرك شو هالوقاحه لي عندك,1
مسخفتني مريومة مسيكنة انشاء تلقا راجل,0
راجعين يا هوى — راجعین يا زهرة المساكين<>راجعين يا هوى على دار الهوى على نار الهوى<>راجعين ,0
طاعة لمخلوق معصية الخالق تستحق تظن خير حكك تعالى خسيس اللهم انصر الاسلام تونس اللهم انصر المسلمين تونس,1
  _ جيبي موافقة من بكركي والمفتي وانا بمشي معك,0
 ست ديما، معليش ما حدا أدك كان مبسوط بالهيلا الهيلا هو.. نزلت عليكي الأخلاق فجأة!!!,0
 يا بوابين يا زريبة. اة يا زيزي <>الفنله البيضه بخطين حمر اناا هفضلل احفل عليها طول العمر,1
احس أني رجعت بالماضي بهذا الفلوق المصور من الماضي ,0
سجل يا تاريخ سجل يا دفتر نمت يوم كامل بدون ما ابويا يصحيني فسوووة ثانية وحدة 👋,1
كول هوا وكفنا شرك احسن منفرجيك بشروط مين منمشي لبنان وعملا اسرائيل لمتلك,1
بشير صوتو الاسف جاهل غبواة الدليل يجاوب ديراكات الشعب الميبون يصفقلو بهامتو,1
@User.IDX ليحل المشاكل التي أتت معه منذ ٢٠١٣ وسيكون الشعب المصري شاكراً 😐 ,0
قحاب بلاش حوايج رمضان تربحكم يورينا ربي أية بجاه الشهر الفضيل,1
 : يا رب... يا حي يا قيوم<>إن كان أحداً ممن نحب أو يحبنا<>أو من المسلمين <>يملكه الضيق فـفرج ضيقه وأكشف غمه وهمه وأقض دينه<>ومن كان ي…,0
 كتير منيح بكر الحكومة يلي رح يجيبا الشعب رح تاخُدَ بعين الاعتبار الورقة متشككون,0
مش كبيرة الجملة <>انت عظيم فعلا <>ياريت يكون في منك ناس كتير — ربنا يكرمك يارب و يكتر من امثالك يا رافع معنوياتي يا انون 🙊😂 في احسن مني كمان ,0
